day,mean,std_err
177,0.4,0.1131370849898476
178,0.36,0.11142710621747297
179,0.32,0.10910545357588684
180,0.32,0.10910545357588684
181,0.36,0.11142710621747297
182,0.36,0.11142710621747297
183,0.4,0.11313708498984762
184,0.4,0.1131370849898476
185,0.4,0.11313708498984762
186,0.4,0.1131370849898476
187,0.32,0.09329523031752482
188,0.32,0.0932952303175248
189,0.32,0.09329523031752482
190,0.32,0.09329523031752482
191,0.32,0.09329523031752482
192,0.28,0.0897997772825746
193,0.24,0.08541662601625047
194,0.24,0.0854166260162505
195,0.24,0.08541662601625047
196,0.24,0.08541662601625047
197,0.24,0.08541662601625047
198,0.24,0.0854166260162505
201,0.24,0.08541662601625047
202,0.2,0.08
203,0.2,0.08
204,0.2,0.08
205,0.2,0.08
206,0.24,0.0854166260162505
207,0.28,0.08979977728257459
208,0.28,0.08979977728257459
209,0.28,0.0897997772825746
210,0.24,0.08541662601625047
211,0.24,0.08541662601625047
212,0.24,0.08541662601625047
213,0.32,0.10910545357588684
214,0.36,0.11142710621747297
215,0.32,0.10910545357588684
216,0.32,0.10910545357588684
217,0.32,0.10910545357588684
218,0.32,0.10910545357588686
219,0.32,0.10910545357588684
220,0.32,0.10910545357588684
221,0.28,0.1061319932913728
222,0.28,0.1061319932913728
223,0.32,0.10910545357588684
224,0.32,0.10910545357588684
225,0.36,0.11142710621747297
226,0.36,0.11142710621747297
227,0.36,0.11142710621747297
228,0.36,0.11142710621747297
229,0.4,0.1131370849898476
230,0.44,0.1142628548566856
231,0.44,0.1142628548566856
232,0.4,0.1131370849898476
233,0.36,0.11142710621747297
234,0.4,0.1131370849898476
235,0.44,0.1142628548566856
236,0.48,0.1148216007552586
237,0.48,0.11482160075525855
238,0.44,0.09927738916792686
239,0.4,0.09797958971132713
240,0.44,0.09927738916792686
241,0.48,0.0999199679743744
242,0.52,0.0999199679743744
243,0.52,0.0999199679743744
244,0.52,0.0999199679743744
245,0.56,0.09927738916792683
246,0.56,0.09927738916792683
247,0.56,0.09927738916792683
248,0.52,0.0999199679743744
249,0.52,0.0999199679743744
250,0.48,0.0999199679743744
251,0.48,0.0999199679743744
252,0.48,0.0999199679743744
253,0.48,0.0999199679743744
254,0.44,0.09927738916792686
255,0.44,0.09927738916792686
256,0.48,0.1148216007552586
257,0.48,0.11482160075525855
258,0.52,0.1148216007552586
259,0.52,0.11482160075525855
260,0.52,0.11482160075525855
261,0.48,0.11482160075525855
262,0.52,0.1148216007552586
263,0.52,0.11482160075525855
264,0.56,0.1142628548566856
265,0.64,0.14837789592793127
266,0.6,0.14966629547095767
267,0.6,0.14966629547095767
268,0.64,0.14837789592793124
269,0.68,0.14664242223858687
270,0.68,0.14664242223858687
271,0.72,0.14444376068214232
272,0.76,0.14176036117335486
273,0.8,0.13856406460551018
274,0.8,0.13856406460551018
275,0.92,0.1591979899370592
276,1.08,0.19530488985173924
277,1.2,0.20396078054371145
278,1.24,0.1982321870938219
279,1.24,0.19823218709382187
280,1.24,0.1982321870938219
281,1.2,0.19595917942265426
282,1.24,0.1899894733926067
283,1.24,0.1899894733926067
284,1.24,0.1899894733926067
285,1.24,0.1899894733926067
286,1.28,0.1834775190588754
287,1.32,0.1852133904446436
288,1.36,0.1865904606350496
289,1.4,0.1876166303929372
290,1.36,0.17780888616714294
291,1.48,0.1799555500672319
292,1.8,0.34409301068170506
293,1.8,0.3440930106817051
294,1.76,0.3499942856676377
295,1.72,0.35561777233428593
296,1.72,0.3556177723342859
297,1.72,0.35561777233428593
298,1.72,0.3556177723342859
299,1.76,0.3545363168985654
300,1.76,0.3545363168985654
301,1.72,0.3465025252433235
302,1.68,0.34278856457005685
303,1.72,0.341853769907544
304,1.8,0.3346640106136303
305,1.8,0.3346640106136302
306,1.8,0.3346640106136302
307,1.8,0.3346640106136302
308,1.84,0.3331306050185122
309,1.88,0.3313970428353276
310,1.92,0.32946016451158394
311,2.04,0.33695103501844303
312,2.0,0.33941125496954283
313,1.96,0.34166650406500193
314,1.92,0.3437208169430533
315,1.88,0.3455777770632828
316,1.84,0.3426018096858217
317,1.6,0.1876166303929372
318,1.64,0.18659046063504964
319,1.92,0.2708209740769721
320,2.08,0.2708209740769721
321,2.08,0.2708209740769721
322,2.04,0.27988569095257443
323,2.0,0.2884441020371192
324,1.92,0.2989046670763105
325,1.84,0.29761720380381235
326,1.76,0.2954589650019102
327,1.76,0.2954589650019102
328,1.76,0.2954589650019102
329,1.8,0.2993325909419153
330,1.84,0.2976172038038124
331,2.0,0.32
332,2.04,0.31738935079803804
333,2.04,0.31738935079803804
334,2.08,0.3195997496870109
335,2.16,0.328292552458931
336,2.08,0.3195997496870109
337,2.12,0.3165817429985501
338,2.16,0.31333049644105826
339,2.16,0.31333049644105826
340,2.16,0.31333049644105826
341,2.2,0.31496031496047244
342,2.12,0.3165817429985501
343,2.2,0.32496153618543844
344,2.0,0.2592296279363144
345,1.96,0.24967178454923575
346,2.04,0.24967178454923575
347,2.08,0.2394660727535323
348,2.12,0.2285257097133712
349,2.16,0.21673947494630505
350,2.16,0.21673947494630505
351,2.16,0.21673947494630505
352,2.12,0.2214136400495688
353,2.08,0.2257077756746541
354,2.0,0.2262741699796952
355,2.0,0.2262741699796952
356,1.92,0.19530488985173924
357,1.92,0.19530488985173924
358,1.88,0.19855477833585367
359,1.84,0.19332873557751315
360,1.84,0.19332873557751315
361,1.76,0.206145579627602
362,1.72,0.208
363,1.76,0.2137662274541982
364,1.88,0.2285257097133712
365,1.88,0.2285257097133712
366,1.8,0.2262741699796952
