state,1,2,3,4,5,6,7,8,9,10,11,12
Massachusetts,0.0125,0.025,0.06666666666666668,0.1875,0.425,0.15,0.0875,0.008333333333333333,0.0,0.0041666666666666675,0.0,0.03333333333333333
Michigan,0.004201680672268907,0.004201680672268907,0.0546218487394958,0.15126050420168066,0.2815126050420168,0.3655462184873949,0.03361344537815126,0.025210084033613446,0.0,0.0,0.004201680672268907,0.07563025210084033
Minnesota,0.0,0.007874015748031496,0.06299212598425198,0.2204724409448819,0.31496062992125984,0.33858267716535434,0.023622047244094488,0.015748031496062992,0.007874015748031496,0.0,0.0,0.007874015748031496
Mississippi,0.022222222222222227,0.0,0.1111111111111111,0.24444444444444444,0.08888888888888889,0.17777777777777778,0.06666666666666668,0.08888888888888889,0.022222222222222227,0.0,0.04444444444444445,0.13333333333333333
Missouri,0.006024096385542169,0.006024096385542169,0.006024096385542169,0.0783132530120482,0.14457831325301204,0.4457831325301205,0.1867469879518072,0.06626506024096386,0.006024096385542169,0.0,0.0,0.05421686746987952
Montana,0.0,0.038461538461538464,0.17307692307692307,0.28846153846153844,0.25,0.21153846153846154,0.019230769230769232,0.0,0.0,0.0,0.0,0.019230769230769232
Nebraska,0.0,0.01818181818181818,0.09090909090909093,0.3272727272727273,0.2545454545454545,0.2363636363636364,0.054545454545454536,0.0,0.0,0.0,0.0,0.01818181818181818
Nevada,0.0,0.07692307692307693,0.15384615384615385,0.3076923076923077,0.07692307692307693,0.038461538461538464,0.0,0.038461538461538464,0.038461538461538464,0.0,0.0,0.2692307692307692
New Hampshire,0.014492753623188406,0.0,0.043478260869565216,0.2318840579710145,0.3623188405797101,0.2898550724637681,0.028985507246376805,0.014492753623188406,0.0,0.0,0.0,0.014492753623188406
New Jersey,0.009615384615384616,0.0,0.038461538461538464,0.18269230769230768,0.36538461538461536,0.20192307692307693,0.14423076923076922,0.0,0.009615384615384616,0.0,0.0,0.04807692307692308
New Mexico,0.017857142857142856,0.017857142857142856,0.07142857142857142,0.25,0.3035714285714285,0.16071428571428573,0.10714285714285714,0.03571428571428571,0.0,0.0,0.0,0.03571428571428571
New York,0.011111111111111113,0.008888888888888889,0.04444444444444445,0.13333333333333333,0.3244444444444444,0.2533333333333333,0.08,0.031111111111111114,0.015555555555555557,0.004444444444444445,0.0022222222222222227,0.09111111111111113
North Carolina,0.0,0.0,0.018404907975460124,0.061349693251533735,0.13496932515337426,0.2085889570552147,0.22085889570552147,0.17177914110429449,0.05521472392638037,0.0,0.0,0.12883435582822084
North Dakota,0.0,0.0625,0.375,0.3125,0.1875,0.0,0.0,0.0,0.0,0.0,0.0,0.0625
Ohio,0.005434782608695652,0.005434782608695652,0.06521739130434782,0.17391304347826084,0.3315217391304348,0.2771739130434783,0.05434782608695652,0.02717391304347826,0.016304347826086956,0.0,0.005434782608695652,0.03804347826086957
Oklahoma,0.029411764705882356,0.0,0.14705882352941174,0.05882352941176471,0.14705882352941174,0.3235294117647059,0.14705882352941174,0.08823529411764706,0.0,0.0,0.0,0.05882352941176471
Oregon,0.016393442622950817,0.024590163934426233,0.05737704918032788,0.1721311475409836,0.1885245901639344,0.2786885245901639,0.12295081967213115,0.032786885245901634,0.024590163934426233,0.0,0.0,0.08196721311475409
Pennsylvania,0.0,0.0,0.006944444444444444,0.05555555555555555,0.2152777777777778,0.3680555555555556,0.1597222222222222,0.04166666666666666,0.006944444444444444,0.0,0.0,0.14583333333333334
Rhode Island,0.0,0.029411764705882356,0.05882352941176471,0.35294117647058826,0.14705882352941174,0.3235294117647059,0.029411764705882356,0.0,0.0,0.0,0.0,0.05882352941176471
South Carolina,0.01492537313432836,0.0,0.059701492537313425,0.08955223880597014,0.1044776119402985,0.34328358208955223,0.11940298507462685,0.08955223880597014,0.07462686567164177,0.0,0.0,0.1044776119402985
South Dakota,0.0,0.043478260869565216,0.043478260869565216,0.3478260869565217,0.13043478260869565,0.43478260869565216,0.0,0.0,0.0,0.0,0.0,0.0
Tennessee,0.0,0.012195121951219513,0.024390243902439025,0.08536585365853659,0.13414634146341464,0.32926829268292684,0.14634146341463414,0.12195121951219512,0.024390243902439025,0.0,0.0,0.12195121951219512
Texas,0.007874015748031496,0.0,0.031496062992125984,0.03937007874015748,0.047244094488188976,0.10236220472440943,0.11023622047244094,0.031496062992125984,0.06299212598425198,0.06299212598425198,0.023622047244094488,0.4803149606299213
Utah,0.0,0.03225806451612903,0.2258064516129032,0.3225806451612903,0.0967741935483871,0.25806451612903225,0.0,0.03225806451612903,0.0,0.0,0.0,0.03225806451612903
Vermont,0.0,0.029411764705882356,0.029411764705882356,0.08823529411764706,0.2647058823529412,0.5294117647058824,0.04411764705882353,0.014705882352941175,0.0,0.0,0.0,0.0
Virginia,0.0,0.0,0.03867403314917127,0.044198895027624314,0.10497237569060773,0.3149171270718232,0.18232044198895028,0.143646408839779,0.03867403314917127,0.0,0.0,0.13259668508287292
Washington,0.0076335877862595426,0.0,0.07633587786259542,0.1984732824427481,0.2595419847328244,0.2977099236641221,0.04580152671755725,0.022900763358778626,0.015267175572519085,0.015267175572519085,0.0,0.06106870229007633
West Virginia,0.05357142857142857,0.0,0.017857142857142856,0.17857142857142858,0.19642857142857145,0.35714285714285715,0.08928571428571429,0.0,0.017857142857142856,0.0,0.0,0.08928571428571429
Wisconsin,0.010204081632653059,0.005102040816326529,0.061224489795918366,0.08163265306122447,0.3877551020408163,0.3469387755102041,0.05612244897959184,0.030612244897959183,0.005102040816326529,0.0,0.0,0.015306122448979591
Wyoming,0.0,0.06451612903225806,0.3548387096774194,0.3870967741935484,0.16129032258064516,0.0,0.0,0.0,0.0,0.0,0.0,0.03225806451612903
